modelo,tipo,imagen_idx,paso,prob
ViT,pixel_flipping,1,17,0.5331698656082153
ViT,pixel_flipping,1,18,0.5156629085540771
ViT,pixel_flipping,1,19,0.5785059928894043
ViT,pixel_flipping,2,0,0.5521876215934753
ViT,pixel_flipping,2,1,0.5323429107666016
ViT,pixel_flipping,2,2,0.5825501680374146
ViT,pixel_flipping,2,3,0.5202738046646118
ViT,pixel_flipping,2,4,0.542056143283844
ViT,pixel_flipping,2,5,0.5192494988441467
ViT,pixel_flipping,2,6,0.4416188895702362
ViT,pixel_flipping,2,7,0.42267927527427673
ViT,pixel_flipping,2,8,0.37551596760749817
ViT,pixel_flipping,2,9,0.39404743909835815
ViT,pixel_flipping,2,10,0.34105005860328674
ViT,pixel_flipping,2,11,0.3390619456768036
ViT,pixel_flipping,2,12,0.3368324935436249
ViT,pixel_flipping,2,13,0.3122456669807434
ViT,pixel_flipping,2,14,0.30880501866340637
ViT,pixel_flipping,2,15,0.20924173295497894
ViT,pixel_flipping,2,16,0.3065398633480072
ViT,pixel_flipping,2,17,0.32030943036079407
ViT,pixel_flipping,2,18,0.4885614812374115
ViT,pixel_flipping,2,19,0.5761393308639526
ViT,pixel_flipping,3,0,0.7089872360229492
ViT,pixel_flipping,3,1,0.7304014563560486
ViT,pixel_flipping,3,2,0.7321960926055908
ViT,pixel_flipping,3,3,0.7089429497718811
ViT,pixel_flipping,3,4,0.673054575920105
ViT,pixel_flipping,3,5,0.6562304496765137
ViT,pixel_flipping,3,6,0.6489015221595764
ViT,pixel_flipping,3,7,0.6092777252197266
ViT,pixel_flipping,3,8,0.688389003276825
ViT,pixel_flipping,3,9,0.7121902108192444
ViT,pixel_flipping,3,10,0.7283942699432373
ViT,pixel_flipping,3,11,0.7395409941673279
ViT,pixel_flipping,3,12,0.7340796589851379
ViT,pixel_flipping,3,13,0.7478681206703186
ViT,pixel_flipping,3,14,0.7118819952011108
ViT,pixel_flipping,3,15,0.7725290060043335
ViT,pixel_flipping,3,16,0.7128913998603821
ViT,pixel_flipping,3,17,0.7597153782844543
ViT,pixel_flipping,3,18,0.7974218130111694
ViT,pixel_flipping,3,19,0.4121799170970917
